"","gene1","gene2","co_occurance","mutual_exclusion","co_cut","pval"
"855","CDKN2A","MACF1",16,99,13,0.004
"856","CDKN2A","MECOM",15,121,15,0.092
"857","CDKN2A","MGA",10,76,8.04999999999995,0.014
"858","CDKN2A","MTOR",10,68,7,0
"859","CDKN2A","NF1",11,93,10,0.048
"860","CDKN2A","NRAS",12,150,18,0.694
"861","CDKN2A","PIK3CG",15,60,7.04999999999995,0
"862","CDKN2A","PLCB4",22,109,16,0
"863","CDKN2A","PLXNB2",10,61,7,0
"864","CDKN2A","POLQ",14,63,8,0
"865","CDKN2A","PTPRD",16,122,15,0.04
"866","CDKN2A","SETBP1",11,85,10,0.028
"867","CDKN2A","SPTA1",27,136,20,0
"868","CDKN2A","TLR4",12,97,12,0.064
"869","CDKN2A","TP53",14,77,9,0
"870","CDKN2A","ZFHX3",10,98,11,0.178
"871","CHD3","COL5A1",12,101,10,0.004
"872","CHD3","KEL",16,89,9,0
"873","CHD3","KMT2D",15,76,8,0
"874","CHD3","MACF1",12,87,9,0
"875","CHD3","MECOM",11,109,10,0.028
"876","CHD3","PLCB4",11,111,10,0.034
"877","CHD3","PTPRC",12,69,7,0
"878","CHD3","PTPRD",13,108,10,0
"879","CHD3","SETBP1",10,67,6,0
"880","CHD3","SPTA1",19,132,12,0
"881","CHD3","TLR4",12,77,7,0
"882","CHD3","TP53",10,65,6,0.002
"883","CHD4","CHD8",11,59,6.04999999999995,0
"884","CHD4","COL5A1",22,95,13,0
"885","CHD4","DICER1",12,54,6,0
"886","CHD4","EGFR",15,61,8,0
"887","CHD4","EPHA3",14,75,9,0
"888","CHD4","ERBB4",17,98,12,0
"889","CHD4","FAT1",16,74,9,0
"890","CHD4","FGFR2",11,62,7,0
"891","CHD4","GABRA6",13,68,8,0
"892","CHD4","IL7R",12,89,10,0.014
"893","CHD4","KEL",16,103,12,0.004
"894","CHD4","KMT2A",15,72,9,0
"895","CHD4","KMT2C",16,70,9,0
"896","CHD4","KMT2D",15,90,11,0.004
"897","CHD4","MACF1",21,83,11,0
"898","CHD4","MECOM",18,109,14,0
"899","CHD4","MET",11,69,8,0.002
"900","CHD4","MUC6",10,56,6,0.002
"901","CHD4","MYH9",11,54,6,0
"902","CHD4","NF1",20,69,10,0
"903","CHD4","NRAS",14,140,15,0.232
"904","CHD4","PDGFRA",14,64,8,0
"905","CHD4","PIK3CG",10,64,7,0.004
"906","CHD4","PLCB4",19,109,14,0
"907","CHD4","PLXNB2",14,47,6,0
"908","CHD4","POLE",12,56,6,0
"909","CHD4","POLQ",14,57,7,0
"910","CHD4","PTPRC",10,87,10,0.052
"911","CHD4","PTPRD",19,110,13,0
"912","CHD4","SETBP1",13,75,9,0.002
"913","CHD4","SMARCA4",10,61,6.04999999999995,0.002
"914","CHD4","SPTA1",29,126,17,0
"915","CHD4","TLR4",14,87,11,0.002
"916","CHD4","ZFHX3",18,76,10,0
"917","CHD8","COL5A1",15,106,12,0.008
"918","CHD8","CREBBP",11,62,7,0
"919","CHD8","DMD",11,72,8,0.006
"920","CHD8","EGFR",12,64,7,0
"921","CHD8","EP300",11,47,5,0
"922","CHD8","ERBB4",17,95,12,0
"923","CHD8","FAT1",13,77,9,0
"924","CHD8","FGFR2",15,51,7,0
"925","CHD8","GABRA6",10,71,7,0.002
"926","CHD8","IL7R",14,82,10,0.002
"927","CHD8","KEL",17,98,12,0
"928","CHD8","KMT2A",11,77,8,0.01
"929","CHD8","KMT2C",15,69,8,0
"930","CHD8","KMT2D",18,81,10,0
"931","CHD8","MACF1",21,80,11,0
"932","CHD8","MECOM",19,104,13,0
"933","CHD8","MET",11,66,7,0
"934","CHD8","MGA",10,67,7.04999999999995,0.002
"935","CHD8","MUC6",12,49,6,0
"936","CHD8","NF1",18,70,9,0
"937","CHD8","PDGFRA",11,67,8,0.002
"938","CHD8","PIK3CG",13,55,6,0
"939","CHD8","PLCB4",21,102,13,0
"940","CHD8","POLE",13,51,6,0
"941","CHD8","PTPRD",17,111,13,0.004
"942","CHD8","SETBP1",17,64,8,0
"943","CHD8","SPTA1",25,131,17,0
"944","CHD8","TLR4",14,84,10,0
"945","CHD8","TP53",10,76,8,0.012
"946","CHD8","ZFHX3",18,73,9.04999999999995,0
"947","CIC","COL5A1",19,91,10,0
"948","CIC","CREBBP",11,55,6,0
"949","CIC","DMD",10,67,7,0.002
"950","CIC","EGFR",13,55,6,0
"951","CIC","EPHA2",10,42,5,0
"952","CIC","ERBB4",13,96,10,0.002
"953","CIC","GABRA6",10,64,6,0.004
"954","CIC","IL7R",11,81,8,0.004
"955","CIC","KEL",16,93,10,0
"956","CIC","KMT2A",10,72,7,0.002
"957","CIC","KMT2B",10,58,6,0
"958","CIC","KMT2C",10,72,7,0.006
"959","CIC","KMT2D",13,84,9,0.002
"960","CIC","MACF1",15,85,9,0
"961","CIC","MECOM",13,109,11,0.01
"962","CIC","MET",11,59,6,0
"963","CIC","NF1",12,75,8,0.002
"964","CIC","PDGFRA",12,58,6,0
"965","CIC","PIK3CG",13,48,6,0
"966","CIC","PLCB4",16,105,11,0
"967","CIC","POLE",10,50,5,0
"968","CIC","PTPRC",12,73,8,0
"969","CIC","PTPRD",13,112,11,0.014
"970","CIC","SETBP1",13,65,7,0
"971","CIC","SPTA1",20,134,14,0
"972","CIC","TLR4",13,79,9,0
"973","CIC","TP53",10,69,7,0.004
"974","CIC","ZFHX3",15,72,8,0
"975","CNBD1","COL5A1",12,101,10,0.01
"976","CNBD1","ERBB4",13,92,9,0
"977","CNBD1","KEL",14,93,9,0
"978","CNBD1","MACF1",11,89,9,0.006
"979","CNBD1","MECOM",10,111,10,0.078
"980","CNBD1","NRAS",14,126,12,0.01
"981","CNBD1","PLCB4",13,107,10,0.004
"982","CNBD1","PTPRD",16,102,10,0
"983","CNBD1","SPTA1",17,136,12,0.002
"984","CNBD1","TLR4",14,73,8,0
"985","CNBD1","ZFHX3",10,78,8,0.006
"986","COL5A1","CREB3L3",14,92,8,0
"987","COL5A1","CREBBP",25,92,14,0
"988","COL5A1","DACH1",22,97,14,0
"989","COL5A1","DICER1",16,101,12,0
"990","COL5A1","DMD",21,110,16,0
"991","COL5A1","EGFR",25,96,15,0
"992","COL5A1","EP300",15,97,10,0
"993","COL5A1","EPHA2",18,91,10,0
"994","COL5A1","EPHA3",28,102,18,0
"995","COL5A1","ERBB2",10,100,8,0.01
"996","COL5A1","ERBB3",12,97,8,0
"997","COL5A1","ERBB4",40,107,25,0
"998","COL5A1","FAM46D",13,92,8,0
"999","COL5A1","FAT1",26,109,19,0
"1000","COL5A1","FGFR2",21,97,13,0
"1001","COL5A1","FLNA",15,100,10,0
"1002","COL5A1","FLT3",23,100,15,0
"1003","COL5A1","GABRA6",26,97,16,0
"1004","COL5A1","GATA3",10,89,4,0
"1005","COL5A1","GRIN2D",12,92,7,0
"1006","COL5A1","HGF",14,104,11,0.004
"1007","COL5A1","HUWE1",18,107,14,0.006
"1008","COL5A1","IL7R",32,104,20,0
