"","gene1","gene2","co_occurance","mutual_exclusion","co_cut","pval"
"1278","MAP3K4","POLE",42,52,13,0
"1279","MAP3K4","PTEN",45,211,30,0
"1280","MAP3K4","PTPRD",41,47,12,0
"1281","MAP3K4","TAF1",42,70,15,0
"1282","MAP3K4","ZFHX3",42,62,13,0
"1283","MECOM","PTEN",44,214,31,0
"1284","MED12","MET",45,63,15,0
"1285","MED12","MGA",44,84,19,0
"1286","MED12","MSH6",43,65,15,0
"1287","MED12","NCOR1",43,81,18,0
"1288","MED12","NF1",44,83,19,0
"1289","MED12","NIPBL",44,75,17,0
"1290","MED12","NOTCH2",42,69,15,0
"1291","MED12","NSD1",45,76,17,0
"1292","MED12","PDGFRA",41,75,16,0
"1293","MED12","PDS5B",44,68,15.05,0
"1294","MED12","PIK3CA",63,209,49,0
"1295","MED12","PIK3CG",42,71,16,0
"1296","MED12","PIK3R1",44,98,22,0
"1297","MED12","POLE",54,69,20,0
"1298","MED12","POLQ",43,77,17.05,0
"1299","MED12","PTCH1",42,75,16,0
"1300","MED12","PTEN",69,204,51,0
"1301","MED12","PTPRD",46,78,18,0
"1302","MED12","RET",42,70,15,0
"1303","MED12","SETD2",46,71,17,0
"1304","MED12","SPTA1",51,85,22,0
"1305","MED12","SPTAN1",48,67,17,0
"1306","MED12","STAG2",42,74,16,0
"1307","MED12","TAF1",47,101,24,0
"1308","MED12","USP9X",46,88,21,0
"1309","MED12","ZFHX3",50,87,22,0
"1310","MED12","ZMYM3",42,79,17,0
"1311","MET","NF1",41,54,13,0
"1312","MET","PIK3CA",41,218,33,0
"1313","MET","POLE",47,48,14,0
"1314","MET","PTEN",49,209,34,0
"1315","MET","SETD2",42,44,12,0
"1316","MET","SPTA1",41,70,14.05,0
"1317","MET","TAF1",41,78,16,0
"1318","MET","ZFHX3",44,64,15,0
"1319","MGA","NCOR1",41,69,16,0
"1320","MGA","NF1",43,69,17,0
"1321","MGA","NIPBL",42,63,15,0
"1322","MGA","NSD1",43,64,15,0
"1323","MGA","PIK3CA",49,221,43,0
"1324","MGA","PIK3R1",41,88,19,0
"1325","MGA","POLE",50,61,17,0
"1326","MGA","POLQ",42,63,15,0
"1327","MGA","PTEN",61,204,43,0
"1328","MGA","PTPRD",44,66,16,0
"1329","MGA","SETD2",43,61,14.05,0
"1330","MGA","SPTA1",42,87,19,0
"1331","MGA","SPTAN1",43,61,15,0
"1332","MGA","TAF1",44,91,21,0
"1333","MGA","USP9X",45,74,18,0
"1334","MGA","ZFHX3",43,85,18,0
"1335","MSH6","NF1",44,46,12.05,0
"1336","MSH6","NIPBL",41,44,12,0
"1337","MSH6","NSD1",42,45,12,0
"1338","MSH6","PIK3CA",45,208,32,0
"1339","MSH6","POLE",47,46,13,0
"1340","MSH6","POLQ",41,44,12,0
"1341","MSH6","PTEN",47,211,33,0
"1342","MSH6","PTPRD",41,51,12,0
"1343","MSH6","SETD2",42,42,11,0
"1344","MSH6","SPTA1",44,62,14.05,0
"1345","MSH6","TAF1",43,72,15,0
"1346","MSH6","USP9X",42,59,14,0
"1347","MSH6","ZFHX3",43,64,15,0
"1348","MTOR","PIK3CA",45,217,36,0
"1349","MTOR","POLE",43,63,15,0
"1350","MTOR","PTEN",49,216,37,0
"1351","MTOR","TAF1",43,81,18,0
"1352","MTOR","ZFHX3",43,73,16,0
"1353","MUC6","POLE",41,60,14,0
"1354","MUC6","PTEN",49,209,34,0
"1355","MUC6","TAF1",42,76,16,0
"1356","MUC6","ZFHX3",41,70,15,0
"1357","MYH9","PTEN",41,215,28,0
"1358","NCOR1","NF1",44,62,15,0
"1359","NCOR1","NSD1",45,55,14,0
"1360","NCOR1","PDGFRA",44,48,12,0
"1361","NCOR1","PIK3CA",52,210,39,0
"1362","NCOR1","POLE",49,58,17,0
"1363","NCOR1","POLQ",42,58,14,0
"1364","NCOR1","PTCH1",41,56,13,0
"1365","NCOR1","PTEN",56,209,41,0
"1366","NCOR1","PTPRD",45,59,15,0
"1367","NCOR1","RET",43,47,12,0
"1368","NCOR1","SETD2",47,48,14,0
"1369","NCOR1","SPTA1",46,74,18,0
"1370","NCOR1","STAG2",42,53,13,0
"1371","NCOR1","TAF1",50,74,19,0
"1372","NCOR1","USP9X",53,53,17,0
"1373","NCOR1","ZFHX3",50,66,18,0
"1374","NF1","NIPBL",42,62,15,0
"1375","NF1","NOTCH2",42,52,13,0
"1376","NF1","NSD1",45,59,16,0
"1377","NF1","PDGFRA",43,54,13,0
"1378","NF1","PIK3CA",55,208,41,0
"1379","NF1","POLE",54,52,17,0
"1380","NF1","POLQ",44,58,15,0
"1381","NF1","PTCH1",44,54,14,0
"1382","NF1","PTEN",61,203,42,0
"1383","NF1","PTPRD",43,67,16,0
"1384","NF1","RASA1",42,54,13,0
"1385","NF1","SETD2",48,50,15,0
"1386","NF1","SPTA1",46,78,19,0
"1387","NF1","SPTAN1",42,62,15,0
"1388","NF1","STAG2",43,55,13.05,0
"1389","NF1","TAF1",52,74,19.05,0
"1390","NF1","USP9X",50,63,18,0
"1391","NF1","ZFHX3",47,76,19,0
"1392","NF1","ZMYM3",42,62,15,0
"1393","NIPBL","NSD1",41,59,14,0
"1394","NIPBL","PIK3CA",47,216,37,0
"1395","NIPBL","POLE",47,58,16,0
"1396","NIPBL","PTEN",59,199,38.05,0
"1397","NIPBL","PTPRD",44,57,14,0
"1398","NIPBL","SETD2",44,50,14,0
"1399","NIPBL","SMARCA1",41,46,12,0
"1400","NIPBL","SPTA1",43,76,18,0
"1401","NIPBL","SPTAN1",43,52,13,0
"1402","NIPBL","TAF1",47,76,18.05,0
"1403","NIPBL","USP9X",43,69,16,0
"1404","NIPBL","ZFHX3",46,70,17,0
"1405","NOTCH1","PIK3CA",42,219,34,0
"1406","NOTCH1","PTEN",44,222,35,0.002
"1407","NOTCH2","PIK3CA",43,214,33,0
"1408","NOTCH2","POLE",45,52,14,0
"1409","NOTCH2","PTEN",44,219,33,0
"1410","NOTCH2","SPTA1",42,68,15,0
"1411","NOTCH2","USP9X",41,63,14,0
"1412","NOTCH2","ZFHX3",42,68,15,0
"1413","NSD1","PDGFRA",42,51,13.05,0
"1414","NSD1","PIK3CA",55,203,39.05,0
"1415","NSD1","POLE",47,61,16,0
"1416","NSD1","POLQ",42,57,14,0
"1417","NSD1","PTEN",57,206,40,0
"1418","NSD1","PTPRD",43,62,15,0
"1419","NSD1","SETBP1",41,49,12,0
"1420","NSD1","SETD2",44,53,14,0
"1421","NSD1","SPTA1",46,73,18,0
"1422","NSD1","SPTAN1",41,59,14,0
"1423","NSD1","TAF1",47,79,19,0
"1424","NSD1","USP9X",47,64,16,0
"1425","NSD1","ZFHX3",47,71,18,0
"1426","PDGFRA","PIK3CA",46,212,35,0
"1427","PDGFRA","POLE",45,56,14,0
"1428","PDGFRA","POLQ",42,48,12,0
"1429","PDGFRA","PTEN",51,209,36,0
"1430","PDGFRA","PTPRD",41,57,13,0
"1431","PDGFRA","SETD2",43,46,13,0
"1432","PDGFRA","SPTA1",45,66,16,0
"1433","PDGFRA","STAG2",41,45,11,0
"1434","PDGFRA","TAF1",44,76,17,0
"1435","PDGFRA","USP9X",48,53,15,0
"1436","PDGFRA","ZFHX3",44,68,16,0
"1437","PDS5B","PIK3CA",48,207,34,0
"1438","PDS5B","POLE",41,63,14,0
"1439","PDS5B","PTEN",56,198,35,0
"1440","PDS5B","SPTA1",43,69,16,0
"1441","PDS5B","USP9X",41,66,15,0
"1442","PDS5B","ZFHX3",46,63,16,0
"1443","PHF6","PTEN",43,212,29,0
"1444","PIK3CA","PIK3CG",44,214,34,0
"1445","PIK3CA","PIK3R1",49,235,49,0.072
"1446","PIK3CA","POLE",58,208,45,0
"1447","PIK3CA","POLQ",49,212,38,0
"1448","PIK3CA","PPP2R1A",45,238,46.05,0.122
"1449","PIK3CA","PTCH1",46,214,36,0
"1450","PIK3CA","PTEN",129,231,122,0.002
"1451","PIK3CA","PTPRD",60,197,41,0
"1452","PIK3CA","RASA1",47,208,33.05,0
"1453","PIK3CA","RB1",45,209,32,0
"1454","PIK3CA","SETBP1",47,206,32,0
"1455","PIK3CA","SETD2",49,212,37,0
"1456","PIK3CA","SF3B1",43,210,31,0
"1457","PIK3CA","SIN3A",41,218,33,0
"1458","PIK3CA","SMARCA1",44,212,33,0
"1459","PIK3CA","SMARCA4",42,226,38,0.01
"1460","PIK3CA","SMC1A",44,216,35,0
"1461","PIK3CA","SPTA1",62,210,50,0
"1462","PIK3CA","SPTAN1",49,212,37,0
"1463","PIK3CA","STAG2",49,207,35,0
"1464","PIK3CA","TAF1",66,210,54,0
"1465","PIK3CA","TET2",41,215,31,0
"1466","PIK3CA","TP53",77,261,88,0.688
"1467","PIK3CA","USP9X",58,211,46,0
"1468","PIK3CA","ZFHX3",63,208,50.05,0
"1469","PIK3CA","ZMYM3",49,212,38,0
"1470","PIK3CG","POLE",46,52,14,0
"1471","PIK3CG","PTEN",52,205,34,0
"1472","PIK3CG","PTPRD",42,53,13,0
"1473","PIK3CG","SETD2",42,46,12,0
"1474","PIK3CG","SPTA1",47,60,16,0
"1475","PIK3CG","TAF1",41,80,17,0
"1476","PIK3CG","USP9X",42,63,14,0
"1477","PIK3CG","ZFHX3",42,70,15,0
"1478","PIK3R1","POLE",43,89,20,0
"1479","PIK3R1","PTEN",65,210,50,0
"1480","PIK3R1","SPTA1",44,97,22,0
"1481","PIK3R1","TAF1",45,103,23.05,0
"1482","PIK3R1","USP9X",42,94,20,0
"1483","PIK3R1","ZFHX3",43,99,22,0
"1484","PLCB4","PTEN",41,212,27,0
"1485","POLE","POLQ",48,56,16,0
"1486","POLE","PTCH1",48,52,15,0
"1487","POLE","PTEN",65,201,46,0
"1488","POLE","PTPRC",43,48,12,0
"1489","POLE","PTPRD",49,61,17,0
"1490","POLE","RASA1",45,54,14,0
"1491","POLE","RB1",45,51,14,0
"1492","POLE","RET",43,57,14,0
"1493","POLE","RPS6KA3",43,47,12,0
"1494","POLE","SETBP1",41,60,14,0
"1495","POLE","SETD2",52,48,15.05,0
"1496","POLE","SF3B1",41,56,13,0
"1497","POLE","SMARCA1",44,54,14,0
"1498","POLE","SMARCA4",41,70,15.05,0
"1499","POLE","SPTA1",55,66,19,0
"1500","POLE","SPTAN1",52,48,16,0
"1501","POLE","STAG2",49,49,15,0
"1502","POLE","TAF1",53,78,21,0
"1503","POLE","TET2",41,57,13,0
"1504","POLE","USP9X",53,63,19,0
"1505","POLE","ZFHX3",56,64,20,0
"1506","POLE","ZMYM2",43,52,13,0
"1507","POLE","ZMYM3",46,60,16,0
"1508","POLQ","PTEN",57,203,38,0
"1509","POLQ","SPTA1",43,76,17,0
"1510","POLQ","STAG2",42,49,13,0
"1511","POLQ","TAF1",46,78,18,0
"1512","POLQ","USP9X",46,63,16,0
"1513","POLQ","ZFHX3",45,72,18,0
"1514","PPP2R1A","TP53",55,151,35,0
"1515","PTCH1","PTEN",55,203,37,0
"1516","PTCH1","PTPRD",41,59,14,0
"1517","PTCH1","RASA1",42,42,11.05,0
"1518","PTCH1","RET",43,39,11,0
"1519","PTCH1","SETD2",44,46,13,0
"1520","PTCH1","SPTA1",46,66,17,0
"1521","PTCH1","STAG2",41,47,12,0
"1522","PTCH1","TAF1",47,72,18,0
"1523","PTCH1","USP9X",47,57,16,0
"1524","PTCH1","ZFHX3",43,72,16,0
"1525","PTEN","PTPRC",44,211,30,0
"1526","PTEN","PTPRD",60,204,42,0
"1527","PTEN","RASA1",49,211,34,0
"1528","PTEN","RB1",50,206,33,0
"1529","PTEN","RBM10",42,212,27,0
"1530","PTEN","RET",54,200,34,0
"1531","PTEN","RFC1",41,213,27,0
"1532","PTEN","RPS6KA3",41,216,29,0
"1533","PTEN","RUNX1",42,210,26.05,0
"1534","PTEN","SCAF4",51,203,33,0
"1535","PTEN","SETBP1",46,215,34,0
"1536","PTEN","SETD2",58,201,39,0
"1537","PTEN","SF3B1",46,211,31,0
"1538","PTEN","SIN3A",43,221,34,0
"1539","PTEN","SMARCA1",54,199,33,0
"1540","PTEN","SMARCA4",51,215,38,0
"1541","PTEN","SMC1A",45,221,36,0
"1542","PTEN","SPTA1",71,199,51,0
"1543","PTEN","SPTAN1",49,219,38,0
"1544","PTEN","STAG2",56,200,36,0
"1545","PTEN","TAF1",76,197,54.05,0
"1546","PTEN","TBL1XR1",43,211,28,0
"1547","PTEN","TET2",47,210,32,0
"1548","PTEN","TP53",50,322,90,1
"1549","PTEN","TSC1",41,214,28,0
"1550","PTEN","USP9X",72,190,47,0
"1551","PTEN","WHSC1",44,211,29,0
"1552","PTEN","XPO1",41,214,28,0
"1553","PTEN","ZFHX3",71,199,51,0
"1554","PTEN","ZMYM2",44,215,32,0
"1555","PTEN","ZMYM3",57,203,38,0
"1556","PTPRC","TAF1",41,70,14,0
"1557","PTPRD","SETD2",45,55,15,0
"1558","PTPRD","SPTA1",49,71,18,0
"1559","PTPRD","SPTAN1",43,59,15,0
"1560","PTPRD","STAG2",41,58,13,0
"1561","PTPRD","TAF1",47,83,20,0
"1562","PTPRD","USP9X",46,70,18,0
"1563","PTPRD","ZFHX3",47,75,18,0
"1564","PTPRD","ZMYM3",42,61,14,0
"1565","RASA1","SETD2",41,48,12.05,0
"1566","RASA1","SPTA1",43,68,15,0
"1567","RASA1","TAF1",44,74,17,0
"1568","RASA1","USP9X",42,63,14,0
"1569","RASA1","ZFHX3",44,66,15,0
"1570","RB1","SPTA1",41,69,15,0
"1571","RB1","ZFHX3",45,61,15,0
"1572","RET","SETD2",42,45,12,0
"1573","RET","TAF1",42,77,16,0
"1574","RET","USP9X",45,56,14.05,0
"1575","SCAF4","SPTA1",42,66,14,0
"1576","SETBP1","SPTA1",41,70,16,0
"1577","SETBP1","USP9X",41,63,14,0
"1578","SETBP1","ZFHX3",43,66,15,0
"1579","SETD2","SPTA1",48,66,17,0
"1580","SETD2","SPTAN1",44,50,13,0
"1581","SETD2","STAG2",44,45,13,0
"1582","SETD2","TAF1",52,66,18.05,0
"1583","SETD2","USP9X",50,55,16,0
"1584","SETD2","ZFHX3",51,60,17,0
"1585","SETD2","ZMYM3",44,50,14,0
"1586","SMARCA1","SPTA1",42,68,15,0
"1587","SMARCA1","USP9X",43,59,14,0
"1588","SMARCA1","ZFHX3",44,64,15,0
"1589","SMARCA4","TAF1",44,82,18,0
"1590","SMC1A","USP9X",41,67,15.05,0
"1591","SPTA1","SPTAN1",45,72,17,0
"1592","SPTA1","STAG2",43,71,17,0
"1593","SPTA1","TAF1",50,94,24,0
"1594","SPTA1","TBL1XR1",41,60,13,0
"1595","SPTA1","TET2",42,65,15,0
"1596","SPTA1","USP9X",51,77,20,0
"1597","SPTA1","ZFHX3",52,82,22,0
"1598","SPTA1","ZMYM3",43,76,17,0
"1599","SPTAN1","TAF1",42,86,19,0
"1600","SPTAN1","USP9X",45,65,16,0
"1601","SPTAN1","ZFHX3",46,70,17,0
"1602","STAG2","TAF1",48,69,17,0
"1603","STAG2","USP9X",46,58,15,0
"1604","STAG2","ZFHX3",49,59,16,0
"1605","TAF1","USP9X",57,73,22,0
"1606","TAF1","ZFHX3",49,96,24,0
"1607","TAF1","ZMYM3",46,78,18,0
"1608","TET2","ZFHX3",42,65,14,0
"1609","USP9X","ZFHX3",53,73,20,0
"1610","USP9X","ZMYM3",44,67,16.05,0
"1611","ZFHX3","ZMYM3",43,76,17,0
