"","gene1","gene2","co_occurance","mutual_exclusion","co_cut","pval"
"1","ABL1","AMER1",4,19,2,0
"2","ABL1","APC",3,44,3,0.058
"3","ABL1","ARID1A",6,53,3,0
"4","ABL1","ATF7IP",3,18,1,0.002
"5","ABL1","ATM",4,34,2,0.004
"6","ABL1","AXIN1",3,21,1,0.004
"7","ABL1","BAP1",4,14,1,0
"8","ABL1","BRCA2",4,26,2,0
"9","ABL1","CARD11",3,33,2,0.036
"10","ABL1","CDK12",3,20,1,0.006
"11","ABL1","CDKN2A",3,24,2,0.002
"12","ABL1","CHD3",4,23,2,0
"13","ABL1","CREBBP",4,39,2,0.004
"14","ABL1","CUL1",3,22,2,0.004
"15","ABL1","DICER1",3,22,2,0.004
"16","ABL1","DMD",5,53,3,0.002
"17","ABL1","EGFR",6,20,2,0
"18","ABL1","EP300",4,25,2,0
"19","ABL1","EPHA3",3,28,2,0.022
"20","ABL1","ERBB2",3,25,2,0.02
"21","ABL1","ERBB3",4,42,3,0.006
"22","ABL1","ERCC2",3,13,1,0
"23","ABL1","FAT1",4,45,3,0.01
"24","ABL1","FBXW7",3,33,2,0.032
"25","ABL1","FGFR2",3,21,1,0.01
"26","ABL1","FGFR3",3,15,1,0
"27","ABL1","FLNA",3,42,2,0.042
"28","ABL1","HGF",3,22,2,0.006
"29","ABL1","HUWE1",5,39,3,0
"30","ABL1","IRF2",3,21,2,0.004
"31","ABL1","JAK2",3,19,2,0.006
"32","ABL1","JAK3",3,16,1,0.006
"33","ABL1","KANSL1",3,19,1,0.006
"34","ABL1","KMT2A",6,37,3,0
"35","ABL1","KMT2C",3,52,3,0.098
"36","ABL1","KMT2D",4,48,3,0.02
"37","ABL1","LATS2",4,18,1,0
"38","ABL1","MACF1",4,54,3,0.026
"39","ABL1","MAP2K4",3,11,1,0
"40","ABL1","MGA",4,30,2,0.002
"41","ABL1","MTOR",5,32,2,0
"42","ABL1","MUC6",3,37,2,0.022
"43","ABL1","MYH9",3,34,2,0.026
"44","ABL1","NCOR1",4,34,2,0.008
"45","ABL1","NIPBL",5,39,3,0.004
"46","ABL1","NOTCH1",5,29,2,0
"47","ABL1","NOTCH2",3,33,2,0.014
"48","ABL1","NUP133",3,19,2,0.002
"49","ABL1","PDGFRA",3,24,2,0.004
"50","ABL1","PGR",3,27,2,0.008
"51","ABL1","PIK3CA",3,59,3,0.148
"52","ABL1","PIK3CG",4,32,2,0
"53","ABL1","PLCG1",4,22,2,0
"54","ABL1","PLXNB2",5,24,2,0
"55","ABL1","POLE",4,25,2,0
"56","ABL1","POLQ",3,29,2,0.012
"57","ABL1","PTPRC",4,27,2,0.002
"58","ABL1","PTPRD",5,41,2,0
"59","ABL1","RASA1",4,19,1,0
"60","ABL1","RPL22",3,9,1,0
"61","ABL1","SETBP1",3,42,2.04999999999995,0.05
"62","ABL1","SIN3A",3,21,2,0.006
"63","ABL1","SOS1",3,16,1,0.002
"64","ABL1","SPTA1",3,83,4,0.248
"65","ABL1","TAF1",4,19,1,0
"66","ABL1","THRAP3",3,17,1,0
"67","ABL1","TP53",4,154,6,0.508
"68","ABL1","TSC2",4,26,2,0.002
"69","ABL1","WHSC1",3,26,2,0.01
"70","ABL1","ZFHX3",4,40,2,0.008
"71","ACVR1","BCOR",3,24,1,0
"72","ACVR1","EP300",3,22,1,0
"73","ACVR1","KMT2A",4,36,2,0
"74","ACVR1","KMT2C",3,47,2,0.002
"75","ACVR1","MACF1",3,51,2,0.012
"76","ACVR1","POLQ",3,24,1,0.002
"77","ACVR1","TP53",3,151,4,0.244
"78","ACVR1","TSC2",3,23,1,0.002
"79","ACVR1B","APC",3,46,3,0.08
"80","ACVR1B","APOB",3,57,3,0.152
"81","ACVR1B","AR",3,33,2,0.04
"82","ACVR1B","ARID1A",4,59,4,0.064
"83","ACVR1B","ARID2",4,34,2,0.01
"84","ACVR1B","AXIN1",3,23,2,0.016
"85","ACVR1B","BRCA2",3,30,2,0.028
"86","ACVR1B","CDH1",4,41,3,0.03
"87","ACVR1B","CDK12",3,22,2,0.006
"88","ACVR1B","CREBBP",3,43,3,0.058
"89","ACVR1B","EGFR",5,24,2,0
"90","ACVR1B","EP300",4,27,2,0.002
"91","ACVR1B","EPHA2",3,29,2,0.02
"92","ACVR1B","ERBB2",3,27,2,0.016
"93","ACVR1B","ERBB4",3,55,3,0.14
"94","ACVR1B","FAT1",5,45,3,0.002
"95","ACVR1B","FBXW7",3,35,3,0.054
"96","ACVR1B","FGFR1",5,20,2,0
"97","ACVR1B","FLNA",3,44,3,0.088
"98","ACVR1B","GNAS",3,28,2,0.026
"99","ACVR1B","GRIN2D",3,17,1,0.002
"100","ACVR1B","HUWE1",3,45,3,0.1
"101","ACVR1B","INPPL1",3,21,2,0.006
"102","ACVR1B","KMT2A",5,41,3,0.004
"103","ACVR1B","KMT2B",3,33,2,0.038
"104","ACVR1B","KMT2C",5,50,3,0.002
"105","ACVR1B","KMT2D",3,52,3,0.116
"106","ACVR1B","LATS1",3,24,2,0.008
"107","ACVR1B","MACF1",4,56,3,0.042
"108","ACVR1B","MAP3K4",3,25,2,0.02
"109","ACVR1B","MET",3,16,1,0.002
"110","ACVR1B","MGA",3,34,3,0.06
"111","ACVR1B","MTOR",3,38,2,0.042
"112","ACVR1B","MUC6",3,39,2,0.048
"113","ACVR1B","MYH9",3,36,2,0.034
"114","ACVR1B","NIPBL",4,43,3,0.006
"115","ACVR1B","NOTCH1",4,33,2,0.002
"116","ACVR1B","NOTCH2",3,35,2,0.038
"117","ACVR1B","PIK3CA",4,59,4,0.068
"118","ACVR1B","PLCG1",3,26,2,0.014
"119","ACVR1B","POLQ",3,31,2,0.032
"120","ACVR1B","RET",4,19,1,0
"121","ACVR1B","SETBP1",6,38,3,0
"122","ACVR1B","SIN3A",3,23,2,0.012
"123","ACVR1B","TCF7L2",3,21,1,0.002
"124","ACVR1B","TP53",4,156,7,0.678
"125","ACVR1B","TSC2",4,28,2,0
"126","ACVR1B","ZBTB20",4,28,2,0.004
"127","ACVR1B","ZFHX3",5,40,3,0.002
"128","ACVR2A","ARID1A",3,57,3,0.066
"129","ACVR2A","CHD4",3,35,2,0.016
"130","ACVR2A","HUWE1",3,41,2,0.03
"131","ACVR2A","KMT2A",3,41,2,0.02
"132","ACVR2A","KMT2B",4,27,2,0
"133","ACVR2A","KMT2C",3,50,2.04999999999995,0.05
"134","ACVR2A","MTOR",3,34,2,0.014
"135","ACVR2A","NF1",4,28,2,0
"136","ACVR2A","RHOA",4,19,1,0.002
"137","ACVR2A","TP53",3,154,5,0.528
"138","ACVR2A","ZFHX3",3,40,2,0.018
"139","ACVR2A","ZNF133",3,11,1,0
"140","AJUBA","USP9X",3,20,1,0
"141","AKT1","AMER1",3,16,1,0
"142","AKT1","APC",3,39,2,0.006
"143","AKT1","CREBBP",3,36,2,0.002
"144","AKT1","KMT2D",4,43,2,0.004
"145","AKT1","MACF1",3,51,2,0.008
"146","AKT1","NF1",3,27,1,0.002
"147","AKT1","PIK3CA",4,52,2,0
"148","ALB","ALK",3,16,1,0
"149","ALB","BAP1",3,10,1,0
"150","ALB","BRCA2",3,22,1,0.002
"151","ALB","CREBBP",3,35,2,0.002
"152","ALB","DMD",3,51,2,0.01
"153","ALB","FAT1",3,41,2,0.002
"154","ALB","HGF",3,16,1,0
"155","ALB","KMT2C",4,44,2,0
"156","ALB","KMT2D",3,44,2,0.008
"157","ALB","MTOR",4,28,1,0
"158","ALB","NCOR1",4,28,1,0
"159","ALB","NIPBL",3,37,1,0.008
"160","ALB","PIK3CG",4,26,1,0
"161","ALB","PLXNB2",3,22,1,0
"162","ALB","RPS6KA3",3,4,0,0
"163","ALB","RRAS2",3,3,1,0
"164","ALB","TP53",3,150,3,0.106
"165","ALB","ZFHX3",3,36,1,0
"166","ALK","AMER1",3,29,2,0.03
"167","ALK","APC",5,48,4,0.01
"168","ALK","APOB",5,59,5,0.058
"169","ALK","AR",4,37,3,0.022
"170","ALK","ARID1A",3,67,5,0.392
"171","ALK","ARID2",3,42,3,0.122
"172","ALK","ARID5B",3,26,2,0.016
"173","ALK","ATM",4,42,3,0.03
"174","ALK","ATRX",5,29,3,0
"175","ALK","AXIN1",3,29,2,0.026
"176","ALK","BAP1",4,22,2,0
"177","ALK","BCOR",3,37,3,0.082
"178","ALK","BRCA2",6,30,3,0
"179","ALK","CARD11",4,39,3,0.026
"180","ALK","CHD4",3,45,3,0.146
"181","ALK","CIC",3,27,2,0.026
"182","ALK","CNBD1",3,31,2,0.024
"183","ALK","COL5A1",4,41,3,0.034
"184","ALK","CREBBP",5,45,4,0.014
"185","ALK","CTNND1",3,28,2,0.026
"186","ALK","CYLD",6,26,2,0
"187","ALK","DACH1",3,22,2,0.004
"188","ALK","DMD",5,61,4,0.048
"189","ALK","EGR3",3,24,2,0.018
"190","ALK","ERBB3",3,52,4,0.238
"191","ALK","ERBB4",5,57,4.04999999999995,0.05
"192","ALK","FAT1",5,51,4,0.018
"193","ALK","FBXW7",4,39,3,0.032
"194","ALK","FLNA",4,48,4,0.06
"195","ALK","FLT3",4,20,2,0
"196","ALK","GABRA6",3,28,2,0.026
"197","ALK","GATA3",4,25,2,0.002
"198","ALK","HGF",3,30,2,0.032
"199","ALK","HUWE1",5,47,4,0.018
"200","ALK","INPPL1",3,27,2,0.024
"201","ALK","KIF1A",3,30,2,0.028
"202","ALK","KMT2C",8,50,5,0
"203","ALK","KMT2D",5,54,4,0.016
"204","ALK","MACF1",5,60,4,0.04
"205","ALK","MAP3K4",3,31,2,0.034
"206","ALK","MTOR",5,40,3,0.004
"207","ALK","MUC6",5,41,3,0.002
"208","ALK","MYH9",4,40,3,0.03
"209","ALK","NCOR1",5,40,3,0.006
"210","ALK","NF1",5,36,3,0.006
"211","ALK","NIPBL",6,45,4,0.002
"212","ALK","NOTCH1",3,41,3,0.098
"213","ALK","NOTCH2",4,39,3,0.03
"214","ALK","NUP133",3,27,2,0.016
"215","ALK","PDGFRA",3,32,3,0.066
"216","ALK","PGR",3,35,3,0.07
"217","ALK","PIK3CA",4,65,5,0.176
"218","ALK","PIK3CG",5,38,3,0.004
"219","ALK","PIK3R2",3,19,1,0.004
"220","ALK","PLXNB2",3,36,3,0.064
"221","ALK","POLE",4,33,3,0.008
"222","ALK","POLQ",3,37,3,0.102
"223","ALK","POLRMT",4,19,2,0
"224","ALK","PTCH1",3,37,3,0.064
"225","ALK","PTPRC",3,37,3,0.076
"226","ALK","PTPRD",4,51,4,0.096
"227","ALK","RASA1",3,29,2,0.02
"228","ALK","RET",4,25,2,0.006
"229","ALK","RPS6KA3",4,16,1,0
"230","ALK","RRAS2",3,17,1,0
"231","ALK","SCAF4",3,29,2,0.028
"232","ALK","SETBP1",4,48,4,0.058
"233","ALK","SIN3A",3,29,2,0.02
"234","ALK","SOS1",4,22,2,0.002
"235","ALK","SPTA1",8,81,6,0.006
"236","ALK","SPTAN1",3,38,3,0.07
"237","ALK","TBX3",3,21,1,0.004
"238","ALK","TCF7L2",3,27,2,0.024
"239","ALK","TET2",3,22,2,0.014
"240","ALK","TP53",16,138,10,0
"241","ALK","TSC1",3,24,2,0.012
"242","ALK","TSC2",3,36,3,0.066
"243","ALK","WT1",3,25,2,0.016
"244","ALK","ZBTB20",3,36,3,0.068
"245","ALK","ZFHX3",3,50,4,0.206
"246","AMER1","APC",6,45,4,0.006
"247","AMER1","APOB",4,60,4,0.124
"248","AMER1","AR",3,38,3,0.09
"249","AMER1","ARHGAP35",3,26,2,0.018
"250","AMER1","ARID1A",7,58,4.04999999999995,0.004
"251","AMER1","ARID5B",3,25,2,0.012
"252","AMER1","ASXL1",4,29,2,0.002
"253","AMER1","ASXL2",4,25,2,0.002
"254","AMER1","ATF7IP",6,19,2,0
"255","AMER1","ATM",6,37,3,0
"256","AMER1","ATR",4,29,2,0.002
"257","AMER1","ATRX",3,32,2,0.042
"258","AMER1","ATXN3",3,16,1,0
"259","AMER1","AXIN1",5,24,2,0
"260","AMER1","AXIN2",4,19,1,0
"261","AMER1","BAP1",4,21,2,0
"262","AMER1","BCL2",3,18,1,0.002
"263","AMER1","BRCA1",4,24,2,0
"264","AMER1","BRCA2",5,31,3,0
"265","AMER1","CACNA1A",6,33,3,0
"266","AMER1","CARD11",6,34,3,0
"267","AMER1","CDH1",3,48,3,0.176
"268","AMER1","CDK12",3,27,2,0.03
"269","AMER1","CHD3",3,32,2,0.03
"270","AMER1","CIC",3,26,2,0.028
"271","AMER1","COL5A1",3,42,3,0.102
"272","AMER1","CREBBP",9,36,3,0
"273","AMER1","CTCF",4,21,2,0
"274","AMER1","CTNNB1",6,31,3,0.004
"275","AMER1","CTNND1",4,25,2,0
"276","AMER1","CYLD",4,29,2,0.006
"277","AMER1","DACH1",4,19,2,0
"278","AMER1","DAZAP1",3,19,1,0
"279","AMER1","DDX3X",3,26,2,0.01
"280","AMER1","DICER1",3,29,2,0.022
"281","AMER1","DMD",5,60,4,0.048
"282","AMER1","DNMT3A",3,20,1,0.006
"283","AMER1","EEF2",4,21,2,0.002
"284","AMER1","EGFR",4,31,2,0.008
"285","AMER1","EP300",7,26,2,0
"286","AMER1","EPAS1",3,20,1,0
"287","AMER1","EPHA2",3,34,2,0.048
"288","AMER1","ERBB2",3,32,2,0.036
"289","AMER1","ERBB3",8,41,3,0
"290","AMER1","ERBB4",4,58,4,0.116
"291","AMER1","ERCC2",3,20,1,0.002
"292","AMER1","FAT1",8,44,4,0
"293","AMER1","FBXW7",7,32,3,0
"294","AMER1","FGFR1",6,23,2,0
"295","AMER1","FGFR2",3,28,2,0.022
"296","AMER1","FGFR3",3,22,2,0.004
"297","AMER1","FLNA",4,47,4,0.06
"298","AMER1","GABRA6",4,25,2,0.002
"299","AMER1","GNAS",3,33,2,0.036
"300","AMER1","HGF",4,27,2,0.006
"301","AMER1","HRAS",3,14,1,0
"302","AMER1","HUWE1",7,42,3,0.002
"303","AMER1","IRF2",5,24,2,0
"304","AMER1","KANSL1",3,26,2,0.014
"305","AMER1","KDM6A",3,20,1,0.006
"306","AMER1","KEAP1",3,23,2,0.01
"307","AMER1","KMT2A",7,42,4,0
"308","AMER1","KMT2B",5,34,3,0.004
"309","AMER1","KMT2C",7,51,4,0
"310","AMER1","KMT2D",8,47,4,0
"311","AMER1","KRAS",4,38,3,0.022
"312","AMER1","LATS1",4,27,2,0.002
"313","AMER1","LATS2",5,23,2,0.002
"314","AMER1","LZTR1",6,23,2,0
"315","AMER1","MACF1",5,59,4,0.042
"316","AMER1","MAP3K4",4,28,2,0.002
"317","AMER1","MECOM",3,22,2,0.008
"318","AMER1","MET",4,19,1,0
"319","AMER1","MGA",4,37,3,0.028
"320","AMER1","MSH3",4,18,1,0.002
"321","AMER1","MSH6",3,25,2,0.016
"322","AMER1","MTOR",6,37,3,0
"323","AMER1","MUC6",5,40,3,0.006
"324","AMER1","MYH9",3,41,3,0.11
"325","AMER1","NCOR1",5,39,3,0.002
"326","AMER1","NF1",7,31,3,0
"327","AMER1","NIPBL",4,48,3,0.048
"328","AMER1","NOTCH1",7,32,3,0
"329","AMER1","NOTCH2",6,34,3,0
"330","AMER1","NUP133",5,22,2,0
"331","AMER1","PBRM1",3,31,2,0.044
"332","AMER1","PDGFRA",7,23,2,0
"333","AMER1","PDS5B",4,23,2,0.002
"334","AMER1","PGR",5,30,3,0
"335","AMER1","PIK3CA",8,56,4,0
"336","AMER1","PIK3CG",5,37,3,0.002
"337","AMER1","PIK3R2",3,18,1,0
"338","AMER1","PLCB4",4,25,2,0
"339","AMER1","PLCG1",4,29,2,0.002
"340","AMER1","PLXNB2",7,27,3,0
"341","AMER1","POLE",8,24,3,0
"342","AMER1","POLQ",4,34,3,0.014
"343","AMER1","PTCH1",4,34,3,0.01
"344","AMER1","PTPDC1",3,20,1,0.002
"345","AMER1","PTPN11",3,21,1,0.004
"346","AMER1","PTPRC",6,30,3,0
"347","AMER1","PTPRD",6,46,4,0.004
"348","AMER1","RAD21",3,16,1,0
"349","AMER1","RASA1",4,26,2,0.006
"350","AMER1","RBM10",4,18,1,0
"351","AMER1","RNF111",5,18,2,0
"352","AMER1","RPL22",3,16,1,0
"353","AMER1","RXRA",3,17,1,0
"354","AMER1","SCAF4",5,24,2,0
"355","AMER1","SETBP1",4,47,3,0.048
"356","AMER1","SETD2",4,25,2,0.002
"357","AMER1","SF1",4,22,2,0.002
"358","AMER1","SF3B1",3,20,2,0.006
"359","AMER1","SIN3A",4,26,2,0.004
"360","AMER1","SMARCA1",3,20,2,0.01
"361","AMER1","SOS1",3,23,2,0.006
"362","AMER1","SOX17",4,27,2,0.004
"363","AMER1","SPTA1",7,82,6,0.02
"364","AMER1","TAF1",4,26,2,0.004
"365","AMER1","TCF12",4,19,1,0.002
"366","AMER1","TCF7L2",3,26,2,0.018
"367","AMER1","THRAP3",3,24,2,0.01
"368","AMER1","TNFAIP3",3,22,2,0.006
"369","AMER1","TP53",5,159,9,0.762
"370","AMER1","TRAF3",4,17,1.04999999999995,0
"371","AMER1","TSC2",4,33,3,0.006
"372","AMER1","UNCX",4,17,1,0
"373","AMER1","USP9X",4,31,2,0.004
"374","AMER1","WHSC1",6,27,2,0
"375","AMER1","XPO1",4,17,1,0
"376","AMER1","ZBTB20",4,33,3,0.01
"377","AMER1","ZC3H12A",3,27,2,0.026
"378","AMER1","ZFHX3",7,41,4,0
"379","AMER1","ZMYM2",3,20,2,0
"380","AMER1","ZMYM3",3,21,1,0.006
"381","AMER1","ZNF133",4,18,1,0
"382","AMER1","ZNF750",4,20,2,0
"383","APC","APOB",8,75,8,0.09
"384","APC","AR",6,55,5,0.024
"385","APC","ARAF",6,37,2,0
"386","APC","ARHGAP35",7,41,3,0
"387","APC","ARID1A",9,77,9,0.064
"388","APC","ARID2",7,56,5,0.01
"389","APC","ASXL1",5,50,4,0.036
"390","APC","ASXL2",4,48,3.04999999999995,0.05
"391","APC","ATF7IP",6,42,3,0
"392","APC","ATM",7,58,6,0.018
"393","APC","ATR",5,50,4,0.034
"394","APC","ATRX",6,49,4,0.002
"395","APC","ATXN3",3,39,2,0.002
"396","APC","AXIN1",4,49,3.04999999999995,0.05
"397","APC","AXIN2",3,44,3,0.056
"398","APC","B2M",4,43,3,0.014
"399","APC","BAP1",5,42,3,0.004
"400","APC","BCL2",4,39,2,0.002
"401","APC","BCOR",7,51,5,0.004
"402","APC","BRAF",4,49,4,0.064
"403","APC","BRCA1",6,43,3,0
"404","APC","BRCA2",6,52,5,0.014
"405","APC","BRD7",5,41,3,0.002
"406","APC","CACNA1A",7,54,5,0.01
"407","APC","CARD11",9,51,5,0
"408","APC","CASP8",3,43,2.04999999999995,0.05
"409","APC","CBFB",3,40,2,0.012
"410","APC","CDH1",5,67,6,0.258
"411","APC","CDK12",5,46,4,0.016
"412","APC","CDKN2A",4,52,4,0.108
"413","APC","CHD3",7,47,4,0
"414","APC","CHD4",10,53,6,0
"415","APC","CHD8",8,41,3.04999999999995,0
"416","APC","CIC",4,47,3,0.036
"417","APC","COL5A1",5,61,6,0.156
"418","APC","CREBBP",9,59,6,0.006
"419","APC","CTNNB1",7,52,5,0.008
"420","APC","CTNND1",5,46,4,0.016
"421","APC","CUL1",3,52,4,0.208
"422","APC","CYLD",5,50,4,0.028
"423","APC","DACH1",3,44,2,0.042
"424","APC","DAZAP1",4,40,2,0.002
"425","APC","DDX3X",4,47,3,0.036
"426","APC","DHX9",4,43,3,0.008
"427","APC","DICER1",5,48,3.04999999999995,0.01
"428","APC","DMD",10,73,8,0.01
"429","APC","DNMT3A",4,41,2,0.002
"430","APC","EEF2",4,44,3,0.032
"431","APC","EGFR",7,48,4,0
"432","APC","EP300",6,51,5,0.012
"433","APC","EPHA2",5,53,4,0.044
"434","APC","EPHA3",7,50,5,0
"435","APC","ERBB2",3,55,4,0.3
"436","APC","ERBB3",8,64,7,0.026
"437","APC","ERBB4",14,61,8,0
"438","APC","ERCC2",5,39,2,0
"439","APC","FAT1",14,55,7,0
"440","APC","FBXW7",5,59,5,0.112
"441","APC","FGFR1",5,48,4,0.03
"442","APC","FGFR2",3,51,4,0.222
"443","APC","FGFR3",3,45,3,0.094
"444","APC","FLNA",10,58,7,0
"445","APC","FLT3",3,44,3,0.06
"446","APC","FUBP1",5,38,2,0.002
"447","APC","GABRA6",3,50,4,0.214
"448","APC","GATA3",4,47,3,0.038
"449","APC","GNAQ",3,39,2,0.004
"450","APC","GNAS",7,48,4,0
"451","APC","GRIN2D",3,45,3,0.068
"452","APC","HGF",3,52,4,0.202
"453","APC","HIST1H1E",3,39,2,0.004
"454","APC","HLA-B",3,46,3,0.076
"455","APC","HUWE1",12,55,6.04999999999995,0
"456","APC","IL7R",5,39,2,0
"457","APC","INPPL1",4,47,3,0.034
"458","APC","IRF2",7,43,4,0.002
"459","APC","JAK1",4,43,3,0.006
"460","APC","JAK2",5,45,3,0.008
"461","APC","JAK3",3,46,3,0.082
"462","APC","KDM5C",7,45,4,0
"463","APC","KDM6A",4,41,2,0.006
"464","APC","KEAP1",5,42,3,0
"465","APC","KIF1A",3,52,4,0.204
"466","APC","KIT",3,46,3,0.098
"467","APC","KMT2A",12,55,6.04999999999995,0
"468","APC","KMT2B",6,55,5,0.03
"469","APC","KMT2C",12,64,8,0
"470","APC","KMT2D",12,62,7,0
"471","APC","KRAS",3,63,6,0.478
"472","APC","KRT222",3,38,2,0.002
"473","APC","LATS1",3,52,4,0.24
"474","APC","LATS2",6,44,4,0
"475","APC","LZTR1",8,42,4,0
"476","APC","MACF1",10,72,8,0.006
"477","APC","MAP3K1",3,43,2,0.04
"478","APC","MAP3K4",9,41,4,0
"479","APC","MED12",3,56,4,0.312
"480","APC","MET",4,42,2.04999999999995,0.006
"481","APC","MGA",6,56,5,0.024
"482","APC","MSH3",3,43,2,0.044
"483","APC","MSH6",5,44,3,0.008
"484","APC","MTOR",10,52,6,0
"485","APC","MUC6",8,57,6,0.014
"486","APC","MYH9",8,54,5.04999999999995,0.002
"487","APC","NCOR1",7,58,6,0.026
"488","APC","NF1",9,50,5,0
"489","APC","NIPBL",8,63,7,0.032
"490","APC","NOTCH1",8,53,5,0.002
"491","APC","NOTCH2",8,53,5,0
"492","APC","NPM1",3,38,2,0.002
"493","APC","NSD1",10,37,4,0
"494","APC","NUP133",3,49,3,0.15
"495","APC","PBRM1",4,52,4,0.124
"496","APC","PDGFRA",5,50,4,0.026
"497","APC","PDS5B",4,46,3,0.034
"498","APC","PIK3CA",14,67,9,0
"499","APC","PIK3CB",3,44,3,0.052
"500","APC","PIK3CG",6,58,5,0.044
"501","APC","PIK3R1",4,40,2,0.002
"502","APC","PLCB4",3,50,3,0.18
"503","APC","PLCG1",9,42,4,0
"504","APC","PLXNB2",9,46,5,0
"505","APC","PMS2",3,45,3,0.064
"506","APC","POLE",9,45,5,0
"507","APC","POLQ",7,51,5,0.004
"508","APC","PPP2R1A",4,44,3,0.014
"509","APC","PTCH1",4,57,5,0.188
"510","APC","PTEN",3,48,3,0.11
"511","APC","PTPN11",3,44,3,0.074
"512","APC","PTPRC",6,53,5,0.028
"513","APC","PTPRD",9,63,7,0.012
"514","APC","RAF1",5,39,2,0
"515","APC","RASA1",4,49,4,0.06
"516","APC","RB1",3,46,3,0.096
"517","APC","RBM10",3,43,2,0.03
"518","APC","RET",5,45,4,0
"519","APC","RFC1",4,43,3,0.012
"520","APC","RNF111",4,43,3,0.014
"521","APC","RNF43",3,46,3,0.084
"522","APC","RPS6KA3",4,38,2,0
"523","APC","SCAF4",5,47,4,0.014
"524","APC","SETBP1",10,58,6,0
"525","APC","SETD2",4,48,4,0.052
"526","APC","SF1",6,41,3,0
"527","APC","SIN3A",4,49,4,0.078
"528","APC","SMAD4",8,50,5,0
"529","APC","SMARCA4",10,50,5,0
"530","APC","SMC1A",3,45,3,0.066
"531","APC","SOX17",5,48,4,0.022
"532","APC","SOX9",3,39,2,0.002
"533","APC","SPOP",3,40,2,0.018
"534","APC","SPTA1",17,85,11,0
"535","APC","SPTAN1",6,54,5,0.026
"536","APC","STAG2",3,45,3,0.064
"537","APC","TAF1",5,47,4,0.018
"538","APC","TBL1XR1",3,38,1,0.002
"539","APC","TBX3",4,41,2,0.004
"540","APC","TCF12",4,42,2.04999999999995,0.006
"541","APC","TCF7L2",4,47,3,0.048
"542","APC","TET2",3,44,2,0.044
"543","APC","THRAP3",4,45,3,0.026
"544","APC","TLR4",7,53,5,0.004
"545","APC","TNFAIP3",3,45,3,0.07
"546","APC","TP53",21,150,19,0.018
"547","APC","TRAF3",3,42,2,0.046
"548","APC","TSC1",4,44,3,0.016
"549","APC","TSC2",8,48,5,0
"550","APC","USP9X",7,48,5,0.002
"551","APC","WHSC1",4,54,4,0.128
"552","APC","WT1",6,41,3,0
"553","APC","XPO1",5,38,2,0
"554","APC","ZBTB20",6,52,5,0.012
"555","APC","ZC3H12A",5,46,4,0.016
"556","APC","ZFHX3",9,60,7,0.006
"557","APC","ZMYM2",3,43,2,0.046
"558","APC","ZNF750",3,45,3,0.062
"559","APOB","AR",4,70,6,0.412
"560","APOB","ARAF",4,52,3,0.012
"561","APOB","ARHGAP35",3,60,4,0.256
"562","APOB","ARID1A",10,86,10,0.078
"563","APOB","ARID2",7,67,7,0.052
"564","APOB","ARID5B",4,57,4,0.064
"565","APOB","ASXL1",3,65,5,0.42
"566","APOB","ASXL2",6,55,4,0.012
"567","APOB","ATF7IP",6,53,4,0
"568","APOB","ATM",10,63,7,0.002
"569","APOB","ATR",4,63,5,0.236
"570","APOB","ATRX",5,62,5,0.096
"571","APOB","AXIN1",3,62,4,0.322
"572","APOB","AXIN2",4,53,3,0.018
"573","APOB","B2M",4,54,3,0.022
"574","APOB","BAP1",4,55,3,0.04
"575","APOB","BCL2",3,52,2,0.046
"576","APOB","BCOR",4,68,6,0.332
"577","APOB","BRAF",6,56,4,0.01
"578","APOB","BRCA1",5,56,4,0.028
"579","APOB","BRCA2",7,61,5,0.012
"580","APOB","BRD7",5,52,3,0.008
"581","APOB","CACNA1A",8,63,6,0.014
"582","APOB","CARD11",11,58,6,0.002
"583","APOB","CASP8",3,54,3,0.086
"584","APOB","CDH1",6,76,7,0.25
"585","APOB","CDK12",4,59,4,0.102
"586","APOB","CDKN2A",3,65,5,0.414
"587","APOB","CHD3",8,56,5,0.002
"588","APOB","CHD4",6,72,7,0.194
"589","APOB","CHD8",7,54,4,0
"590","APOB","CIC",4,58,4,0.106
"591","APOB","CNBD1",3,64,5,0.372
"592","APOB","COL5A1",8,66,7,0.022
"593","APOB","CREBBP",14,60,7,0
"594","APOB","CTCF",4,55,3,0.032
"595","APOB","CTNNB1",6,65,6,0.07
"596","APOB","CTNND1",4,59,4,0.126
"597","APOB","CUL1",6,57,4.04999999999995,0.024
"598","APOB","CUL3",4,50,2,0.002
"599","APOB","CYLD",7,57,5,0.004
"600","APOB","DACH1",4,53,3,0.016
"601","APOB","DDX3X",5,56,4,0.03
"602","APOB","DIAPH2",3,54,3,0.066
"603","APOB","DICER1",7,55,4,0.002
"604","APOB","DMD",12,80,10,0.016
"605","APOB","EEF2",6,51,3.04999999999995,0
"606","APOB","EGFR",8,57,5,0.002
"607","APOB","EGR3",4,55,3,0.04
"608","APOB","EP300",3,68,5,0.51
"609","APOB","EPHA2",7,60,5,0.012
"610","APOB","EPHA3",11,53,6,0
"611","APOB","ERBB3",9,73,8,0.022
"612","APOB","ERBB4",10,80,9,0.046
"613","APOB","ESR1",3,53,3,0.054
"614","APOB","EZH2",4,49,2,0
"615","APOB","FAM46D",3,53,2,0.044
"616","APOB","FAT1",14,66,9,0
"617","APOB","FBXW7",9,62,6,0
"618","APOB","FGFR1",5,59,4,0.044
"619","APOB","FGFR2",6,56,4,0.01
