"","gene1","gene2","p.value","q.value"
"5","TP53","FGFR3",3.19707289010296e-06,0.00020335737673102
"3","KMT2A","FGFR3",0.000194514965918816,0.0175208689571661
"4","RB1","FGFR3",0.00028289065712852,0.0175208689571661
"1","FGFR3","ARID1A",0.000722626391433891,0.0457109913990851
"2","HUWE1","ERBB3",0.001030953194216,0.0614398516985194
